1. DocId : 6328 | Concept_CD : SYN|ANA:YPAPD | NAME_CHAR : Poids
2. DocId : 73335 | Concept_CD : SYN|ANA:YPAPA | NAME_CHAR : Poids
3. DocId : 198024 | Concept_CD : SYN|ANA:YPAPB | NAME_CHAR : Poids
4. DocId : 262735 | Concept_CD : SYN|ANA:YPAPE | NAME_CHAR : Poids
5. DocId : 303307 | Concept_CD : SYN|ANA:YPAPC | NAME_CHAR : Poids
699. DocId : 315035 | Concept_CD : DXC|QUESTION|AUTRE:187138 | NAME_CHAR : 032 - Poids idéal (Formule DEVINE)
700. DocId : 317314 | Concept_CD : DXC|QUESTION|AUTRE:11222 | NAME_CHAR : 033 - Poids naissance enfant 4
701. DocId : 318668 | Concept_CD : DXC|QUESTION|AUTRE:71606 | NAME_CHAR : 016 - Variation de poids en %
702. DocId : 321992 | Concept_CD : DXC|QUESTION|AUTRE:58459 | NAME_CHAR : 183 - Poids Sortie / Dialyse
703. DocId : 324967 | Concept_CD : DXC|REPONSE:118945-118945|596623 | NAME_CHAR : 5gr sucre simple pour 20kg de poids
704. DocId : 325582 | Concept_CD : DXC|QUESTION|AUTRE:23873 | NAME_CHAR : 000 - Poids du dossier médical commun
705. DocId : 326001 | Concept_CD : DXC|QUESTION|AUTRE:20226 | NAME_CHAR : 059 - Poids du dossier médical commun
706. DocId : 326111 | Concept_CD : DXC|QUESTION|AUTRE:150134 | NAME_CHAR : 047 - Poids de la première consultation
707. DocId : 327249 | Concept_CD : DXC|QUESTION|AUTRE:61037 | NAME_CHAR : 185 - Poids / Ventre Plein
708. DocId : 332581 | Concept_CD : DXC|QUESTION|AUTRE:175802 | NAME_CHAR : 003 - Poids avant l'opération (kg)
709. DocId : 335051 | Concept_CD : DXC|QUESTION|AUTRE:52193 | NAME_CHAR : 076 - Gain en poids (Kg)
710. DocId : 337624 | Concept_CD : DXC|QUESTION|AUTRE:148776 | NAME_CHAR : 018 - Poids du patient (kg)
711. DocId : 338004 | Concept_CD : DXC|QUESTION|AUTRE:18257 | NAME_CHAR : 040 - Différence de poids X100
712. DocId : 338069 | Concept_CD : DXC|QUESTION|AUTRE:20428 | NAME_CHAR : 182 - Poids du dossier médical commun
713. DocId : 344975 | Concept_CD : DXC|QUESTION|AUTRE:99339 | NAME_CHAR : 003 - Variation de poids en %
714. DocId : 346389 | Concept_CD : DXC|REPONSE:150377-150377|603474 | NAME_CHAR : Perte de poids 15% en 6 mois
715. DocId : 346747 | Concept_CD : DXC|QUESTION|AUTRE:160495 | NAME_CHAR : 022 - perte de poids (kg)
716. DocId : 347920 | Concept_CD : DXC|QUESTION|AUTRE:146660 | NAME_CHAR : 037 - Poids Au Domicile (kg)
717. DocId : 349380 | Concept_CD : DXC|QUESTION|AUTRE:56645 | NAME_CHAR : 070 - Poids du patient à l'entrée(kg)
718. DocId : 353159 | Concept_CD : DXC|QUESTION|AUTRE:158679 | NAME_CHAR : 020 - Poids minimal post-opératoire (kg)
719. DocId : 357243 | Concept_CD : DXC|QUESTION|BLOB:148935 | NAME_CHAR : 025 - Commentaires Variation de poids
720. DocId : 357679 | Concept_CD : DXC|REPONSE:119636-119636|37161 | NAME_CHAR : Perte de poids entre 1 et 3kg
721. DocId : 359860 | Concept_CD : DXC|QUESTION|AUTRE:61036 | NAME_CHAR : 184 - Poids / Ventre Vide
722. DocId : 363568 | Concept_CD : DXC|QUESTION|AUTRE:11210 | NAME_CHAR : 028 - Poids maximum hors insuline
723. DocId : 364502 | Concept_CD : DXC|QUESTION|AUTRE:9259 | NAME_CHAR : 014 - Poids du patient (kg)
724. DocId : 365667 | Concept_CD : DXC|QUESTION|AUTRE:87707 | NAME_CHAR : 013 - Poids en Kg (photophérèse)
725. DocId : 368206 | Concept_CD : DXC|QUESTION|AUTRE:63813 | NAME_CHAR : 101 - Poids du patient à l'entrée(kg)
726. DocId : 368886 | Concept_CD : DXC|QUESTION|AUTRE:148588 | NAME_CHAR : 003 - Poids du patient (kg)
727. DocId : 369582 | Concept_CD : DXC|QUESTION|AUTRE:12172 | NAME_CHAR : 015 - Poids du patient (Kg)
728. DocId : 369753 | Concept_CD : DXC|QUESTION|AUTRE:175507 | NAME_CHAR : 154 - Poids De Naissance :
729. DocId : 109022 | Concept_CD : DXC|QUESTION|AUTRE:60013 | NAME_CHAR : 004 - Différence entre le Poids de sortie (de dialyse) et le Poids Sec
730. DocId : 1177 | Concept_CD : DXC|QUESTION|AUTRE:5118 | NAME_CHAR : 011 - Poids du patient à l'entrée (kg)
731. DocId : 6697 | Concept_CD : DXC|REPONSE:33619-ICD10CHU|P07.0 | NAME_CHAR : Foetus - Nouveau-né : poids extrêmement faible à la naissance
732. DocId : 8737 | Concept_CD : DXC|REPONSE:65639-65639|20646 | NAME_CHAR : Perte de poids entre 1 et 3 kg
733. DocId : 25995 | Concept_CD : DXC|QUESTION|AUTRE:58567 | NAME_CHAR : 004 - poids à la dernière consultation (kg)
734. DocId : 27461 | Concept_CD : DXC|QUESTION|AUTRE:39523 | NAME_CHAR : 002 - Patient avec perte de poids récente
735. DocId : 32104 | Concept_CD : DXC|QUESTION|AUTRE:11794 | NAME_CHAR : 054 - Poids de la mère avant la grossesse
736. DocId : 32573 | Concept_CD : DXC|QUESTION|AUTRE:7910 | NAME_CHAR : 002 - Poids du patient (entre 35 et 120 kg)
737. DocId : 35720 | Concept_CD : DXC|QUESTION|BLOB:107468 | NAME_CHAR : 023 - Motivation de la perte de poids
738. DocId : 52711 | Concept_CD : DXC|QUESTION|AUTRE:89419 | NAME_CHAR : 013 - Poids du patient à l'entrée (kg)
739. DocId : 57151 | Concept_CD : DXC|REPONSE:29004-29004|20646 | NAME_CHAR : Perte de poids entre 1 et 3 kg
740. DocId : 58799 | Concept_CD : DXC|QUESTION|AUTRE:9168 | NAME_CHAR : 013 - Poids du patient à l'entrée (kg)
741. DocId : 62711 | Concept_CD : DXC|QUESTION|AUTRE:148739 | NAME_CHAR : 004 - Poids retenu pour les calculs (kg)
742. DocId : 84279 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|P07.1 | NAME_CHAR : Foetus et NN : autres poids faibles à la naissance
743. DocId : 87446 | Concept_CD : DXC|QUESTION|AUTRE:9321 | NAME_CHAR : 017 - Poids du patient à l'entrée (kg)
744. DocId : 92566 | Concept_CD : DXC|QUESTION|AUTRE:61692 | NAME_CHAR : 031 - Poids du patient à l'entrée (kg)
745. DocId : 92911 | Concept_CD : DXC|QUESTION|AUTRE:114741 | NAME_CHAR : 003 - Perte récente de poids <3 mois
746. DocId : 95669 | Concept_CD : DXC|QUESTION|AUTRE:163864 | NAME_CHAR : 110 - Poids du jour de la consultation (kg)
747. DocId : 101333 | Concept_CD : DXC|QUESTION|AUTRE:167093 | NAME_CHAR : 016 - Poids de la seringue remplie d'insuline (g)
748. DocId : 126346 | Concept_CD : DXC|QUESTION|AUTRE:44058 | NAME_CHAR : 025 - Poids du patient à l'entrée (kg)
749. DocId : 138419 | Concept_CD : DXC|REPONSE:28721-28721|20236 | NAME_CHAR : Nau., vom., anorexie, dys., doul. abdo, diar., perte poids 5-15%
750. DocId : 143441 | Concept_CD : DXC|QUESTION|AUTRE:148682 | NAME_CHAR : 014 - Poids du patient à l'entrée (kg)
751. DocId : 155880 | Concept_CD : DXC|QUESTION|AUTRE:122791 | NAME_CHAR : 003 - Perte récente de poids (<3 mois)
752. DocId : 162745 | Concept_CD : DXC|QUESTION|AUTRE:9104 | NAME_CHAR : 027 - Poids du patient à l'entrée (Kg)
753. DocId : 168708 | Concept_CD : DXC|QUESTION|AUTRE:65639 | NAME_CHAR : 004 - B-Perte récente de poids (<3 mois)
754. DocId : 176275 | Concept_CD : DXC|REPONSE:129957-129957|599385 | NAME_CHAR : Identifer la conduite à tenir face un perte de poids
755. DocId : 181914 | Concept_CD : DXC|QUESTION|AUTRE:186290 | NAME_CHAR : 043 - Prise de poids depuis le début des symptômes
756. DocId : 182648 | Concept_CD : DXC|QUESTION|AUTRE:83008 | NAME_CHAR : 006 - Perte récente de poids (<3 mois).
757. DocId : 189592 | Concept_CD : DXC|QUESTION|AUTRE:73054 | NAME_CHAR : 012 - Poids du patient à l'entrée (kg)
758. DocId : 206296 | Concept_CD : DXC|QUESTION|AUTRE:175801 | NAME_CHAR : 002 - Poids à 6 mois avant l'admission (kg)
759. DocId : 209013 | Concept_CD : DXC|REPONSE:25458-ICD10CHU|P07.1 | NAME_CHAR : Foetus et NN : autres poids faibles à la naissance
760. DocId : 210003 | Concept_CD : DXC|QUESTION|AUTRE:131670 | NAME_CHAR : 081 - Perte involontaire de poids supérieure à 4,53 kg
761. DocId : 227203 | Concept_CD : DXC|REPONSE:56041-56041|28578 | NAME_CHAR : Perte de poids entre 1 et 3 kg
762. DocId : 229510 | Concept_CD : DXC|QUESTION|AUTRE:92837 | NAME_CHAR : 030 - Confiant pour ne pas prendre de poids
763. DocId : 231477 | Concept_CD : DXC|REPONSE:83008-83008|20646 | NAME_CHAR : Perte de poids entre 1 et 3 kg
764. DocId : 235604 | Concept_CD : DXC|QUESTION|AUTRE:87581 | NAME_CHAR : 003 - Perte récente de poids <3 mois
765. DocId : 238740 | Concept_CD : DXC|QUESTION|AUTRE:9320 | NAME_CHAR : 025 - Poids du patient à l'entrée (kg)
766. DocId : 252329 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|P07.0 | NAME_CHAR : Foetus et NN : poids extrêmement faible à la naissance
767. DocId : 255162 | Concept_CD : DXC|REPONSE:28721-28721|20235 | NAME_CHAR : Nau., vom., anorexie, dys., douleur abdo, diar., perte poids <5%
768. DocId : 258090 | Concept_CD : DXC|QUESTION|AUTRE:29004 | NAME_CHAR : 003 - Perte récente de poids (<3 mois)
769. DocId : 264733 | Concept_CD : DXC|QUESTION|AUTRE:11209 | NAME_CHAR : 027 - Poids à 20 ans hors insuline
770. DocId : 288928 | Concept_CD : DXC|QUESTION|AUTRE:183717 | NAME_CHAR : 013 - Poids de la seringue + solvant (g)
771. DocId : 291112 | Concept_CD : DXC|QUESTION|AUTRE:123389 | NAME_CHAR : 095 - Poids du jour de la consultation (kg)
772. DocId : 291796 | Concept_CD : DXC|QUESTION|AUTRE:183720 | NAME_CHAR : 016 - Poids de la seringue remplie d'insuline (g)
773. DocId : 292040 | Concept_CD : DXC|QUESTION|AUTRE:140367 | NAME_CHAR : 019 - Prise de poids par tétée (grammes)
774. DocId : 306245 | Concept_CD : DXC|QUESTION|AUTRE:186292 | NAME_CHAR : 045 - Perte de poids depuis le début des symptômes
775. DocId : 307051 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|O26.0 | NAME_CHAR : Prise de poids excessive au cours de la grossesse
776. DocId : 310017 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|O26.1 | NAME_CHAR : Faible prise de poids au cours de la grossesse
777. DocId : 313310 | Concept_CD : DXC|QUESTION|AUTRE:167373 | NAME_CHAR : 029 - Poids du patient à l'entrée (kg)
778. DocId : 314030 | Concept_CD : DXC|QUESTION|AUTRE:167090 | NAME_CHAR : 013 - Poids de la seringue + solvant (g)
779. DocId : 320982 | Concept_CD : DXC|REPONSE:123931-ICD10CHU|P07.1 | NAME_CHAR : Foetus et NN : autres poids faibles à la naissance
780. DocId : 322410 | Concept_CD : DXC|QUESTION|AUTRE:43962 | NAME_CHAR : 029 - Poids du patient à l'entrée (kg)
781. DocId : 323377 | Concept_CD : DXC|QUESTION|AUTRE:174738 | NAME_CHAR : 002 - Poids à 6 mois avant l'admission (kg)
782. DocId : 327578 | Concept_CD : DXC|QUESTION|AUTRE:176950 | NAME_CHAR : 002 - Poids à 6 mois avant l'admission (kg)
783. DocId : 332371 | Concept_CD : DXC|QUESTION|AUTRE:84521 | NAME_CHAR : 004 - B-Perte récente de poids (<3 mois)
784. DocId : 340694 | Concept_CD : DXC|QUESTION|AUTRE:119636 | NAME_CHAR : 003 - Perte récente de poids <3 mois
785. DocId : 342049 | Concept_CD : DXC|QUESTION|AUTRE:148747 | NAME_CHAR : 013 - Poids retenu pour les calculs (kg) 
786. DocId : 347616 | Concept_CD : DXC|QUESTION|AUTRE:171237 | NAME_CHAR : 002 - Poids à 6 mois avant l'admission (kg)
787. DocId : 352926 | Concept_CD : DXC|QUESTION|AUTRE:6402 | NAME_CHAR : 002 - Poids du patient (entre 35 et 120 kg)
788. DocId : 361213 | Concept_CD : DXC|QUESTION|AUTRE:81227 | NAME_CHAR : 030 - Confiant pour ne pas prendre de poids
789. DocId : 362439 | Concept_CD : DXC|QUESTION|AUTRE:159884 | NAME_CHAR : 025 - Poids lors de la dernière hospitalisation
790. DocId : 15817 | Concept_CD : DXC|QUESTION|AUTRE:167091 | NAME_CHAR : 014 - Poids de la seringue + solvant + insuline retirée (g)
791. DocId : 37150 | Concept_CD : DXC|REPONSE:68234-ICD10CHU|P07.1 | NAME_CHAR : Foetus - Nouveau-né : autres poids faibles à la naissance de 1000 à 2499 g
792. DocId : 111419 | Concept_CD : DXC|REPONSE:68233-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du Foetus : faible poids pour l'âge gestationnel
793. DocId : 115308 | Concept_CD : DXC|REPONSE:123931-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du foetus : faible poids pour l'âge gestationnel
794. DocId : 120188 | Concept_CD : DXC|QUESTION|AUTRE:183718 | NAME_CHAR : 014 - Poids de la seringue + solvant + insuline retirée (g)
795. DocId : 152723 | Concept_CD : DXC|REPONSE:107031-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du Foetus : faible poids pour l'âge gestationnel
796. DocId : 154487 | Concept_CD : DXC|REPONSE:33619-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du Foetus : faible poids pour l'âge gestationnel
797. DocId : 161413 | Concept_CD : DXC|REPONSE:5903-ICD10CHU|P07.1 | NAME_CHAR : Foetus - Nouveau-né : autres poids faibles à la naissance de 1000 à 2499 g
798. DocId : 170065 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du foetus : faible poids pour lâge gestationnel
799. DocId : 173030 | Concept_CD : DXC|QUESTION|AUTRE:81226 | NAME_CHAR : 029 - Crainte de prendre du poids en arrêtant de fumer
800. DocId : 178493 | Concept_CD : DXC|REPONSE:68234-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du Foetus : faible poids pour l'âge gestationnel
801. DocId : 184003 | Concept_CD : DXC|QUESTION|AUTRE:27735 | NAME_CHAR : 004 - Tenu sous les bras, supporte son poids sur ses jambes
802. DocId : 192892 | Concept_CD : DXC|REPONSE:33619-ICD10CHU|P07.1 | NAME_CHAR : Foetus - Nouveau-né : autres poids faibles à la naissance de 1000 à 2499 g
803. DocId : 204265 | Concept_CD : DXC|QUESTION|AUTRE:75844 | NAME_CHAR : 174 - Le patient souffre t-il d'une perte de poids inexpliquée ?
804. DocId : 207232 | Concept_CD : DXC|QUESTION|AUTRE:183721 | NAME_CHAR : 017 - Poids de la seringue après remplissage de la pompe
805. DocId : 235459 | Concept_CD : DXC|QUESTION|AUTRE:167094 | NAME_CHAR : 017 - Poids de la seringue après remplissage de la pompe
806. DocId : 275845 | Concept_CD : DXC|QUESTION|AUTRE:92836 | NAME_CHAR : 029 - Crainte de prendre du poids en arrêtant de fumer
807. DocId : 281042 | Concept_CD : DXC|QUESTION|AUTRE:56041 | NAME_CHAR : 007 - B - Perte réente de poids (< 3 mois)
808. DocId : 321789 | Concept_CD : DXC|QUESTION|AUTRE:27658 | NAME_CHAR : 012 - Tenu sous les bras, supporte son poids sur ses jambe
809. DocId : 328069 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|P08 | NAME_CHAR : Anomalies liées à une gestation prolongée et un poids élevé à la naissance
810. DocId : 330510 | Concept_CD : DXC|REPONSE:25458-ICD10CHU|P05.0 | NAME_CHAR : Retard de croissance et malnutrition du Foetus : faible poids pour l'âge gestationnel
811. DocId : 367862 | Concept_CD : PMSI:DIAGNOSIC-ICD10CHU|P07 | NAME_CHAR : Anomalies liées à une brièveté de la gestation et un poids insuffisant à la naissance, NCA
812. DocId : 38680 | Concept_CD : DXC|QUESTION|AUTRE:134650 | NAME_CHAR : 012 - V1 (ml) = poids (kg) x 4 x (10 - Hb du jour en g/dl)
813. DocId : 277336 | Concept_CD : DXC|REPONSE:33619-ICD10CHU|P07.0 | NAME_CHAR : Foetus - Nouveau-né : poids extrêmement faible à la naissance, moins de 1000 g (jusqu'à 999 g inclusivement)
814. DocId : 107181 | Concept_CD : DXC|REPONSE:107031-ICD10CHU|P05.2 | NAME_CHAR : Nouveau-né, ni de faible poids ni de faible taille, pour l'âge gestationnel, présentant des signes de malnutrition foetale tels que peau sèche, exfoliée et perte du tissu sous-cutané
